,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best.of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
1481,6,Melbourne,Australian Open,19/01/2015,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Gulbis E.,147,13,5,7,6,0,1,6,7,6,8,6,3,2,Completed
1485,6,Melbourne,Australian Open,19/01/2015,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Delbonis F.,53,62,7,6,3,6,6,3,6,7,6,3,3,2,Completed
1491,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Gulbis E.,31,79,7,5,2,6,6,7,6,3,13,11,3,2,Completed
1498,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Darcis S.,75,110,2,6,3,6,6,3,7,5,6,1,3,2,Completed
1499,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Jaziri M.,42,104,7,5,3,6,4,6,7,6,8,6,3,2,Completed
1501,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Nadal R.,45,5,7,6,4,6,3,6,7,6,6,2,3,2,Completed
1513,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,Daniel T.,51,99,7,6,7,5,5,7,6,7,6,1,3,2,Completed
1514,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Fritz T.,22,155,6,4,3,6,0,6,6,3,6,4,3,2,Completed
1515,6,Melbourne,Australian Open,19/01/2016,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Munoz-De La Nava D.,26,71,4,6,4,6,6,1,7,6,6,3,3,2,Completed
1519,6,Melbourne,Australian Open,20/01/2003,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Federer R.,12,6,6,4,3,6,6,1,1,6,6,3,3,2,Completed
1520,6,Melbourne,Australian Open,20/01/2003,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Youzhny M.,10,31,6,7,3,6,7,5,6,3,6,2,3,2,Completed
1529,6,Melbourne,Australian Open,20/01/2004,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Lopez F.,53,29,3,6,4,6,7,6,6,4,6,2,3,2,Completed
1533,6,Melbourne,Australian Open,20/01/2004,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Sluiter R.,73,56,6,7,6,4,3,6,6,4,6,3,3,2,Completed
1536,6,Melbourne,Australian Open,20/01/2004,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Karanusic R.,114,163,7,6,6,4,6,7,6,7,6,2,3,2,Completed
1541,6,Melbourne,Australian Open,20/01/2004,Grand Slam,Outdoor,Hard,1st Round,5,Sanchez D.,Moodie W.,50,80,6,7,7,6,4,6,6,4,6,3,3,2,Completed
1543,6,Melbourne,Australian Open,20/01/2004,Grand Slam,Outdoor,Hard,1st Round,5,Weiner G.,Salzenstein J.,264,129,7,6,4,6,6,3,3,6,6,4,3,2,Completed
1550,6,Melbourne,Australian Open,20/01/2004,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Sanguinetti D.,45,64,6,7,3,6,6,2,6,3,6,3,3,2,Completed
1554,6,Melbourne,Australian Open,20/01/2005,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Hernych J.,32,72,7,6,6,1,1,6,6,7,6,0,3,2,Completed
1555,6,Melbourne,Australian Open,20/01/2005,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Youzhny M.,56,15,6,1,4,6,4,6,7,5,6,3,3,2,Completed
1559,6,Melbourne,Australian Open,20/01/2005,Grand Slam,Outdoor,Hard,2nd Round,5,Lisnard J.R.,Grosjean S.,142,14,1,6,4,6,6,3,6,4,6,3,3,2,Completed
1570,6,Melbourne,Australian Open,20/01/2006,Grand Slam,Outdoor,Hard,3rd Round,5,Santoro F.,Gaudio G.,65,10,6,3,6,2,5,7,1,6,6,4,3,2,Completed
1578,6,Melbourne,Australian Open,20/01/2007,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Grosjean S.,8,29,5,7,4,6,7,6,6,4,6,1,3,2,Completed
1591,6,Melbourne,Australian Open,20/01/2009,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Hernych J.,44,78,3,6,3,6,7,6,7,6,7,6,3,2,Completed
1594,6,Melbourne,Australian Open,20/01/2009,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Massu N.,18,84,6,4,6,4,3,6,5,7,6,3,3,2,Completed
1604,6,Melbourne,Australian Open,20/01/2009,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Hewitt L.,14,70,5,7,6,2,6,2,3,6,6,3,3,2,Completed
1606,6,Melbourne,Australian Open,20/01/2009,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Polansky P.,19,210,5,7,3,6,6,4,6,3,6,4,3,2,Completed
1609,6,Melbourne,Australian Open,20/01/2009,Grand Slam,Outdoor,Hard,1st Round,5,De Chaunac S.,Darcis S.,253,57,2,6,6,3,0,6,6,2,6,2,3,2,Completed
1610,6,Melbourne,Australian Open,20/01/2009,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Kunitsyn I.,55,43,4,6,7,6,7,6,5,7,6,3,3,2,Completed
